State,State Abbreviation,Year,Gender,Education Level of Mother,Education Level Code,Number of Births,Average Age of Mother (years),Average Birth Weight (g),State Code,Division,Region
Pennsylvania,PA,2021,F,"Associate degree (AA, AS)",5,5347,30.5,3223.3,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,F,"Bachelor's degree (BA, AB, BS)",6,14546,31.8,3276.5,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8281,33.0,3269.8,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2391,34.1,3231.0,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,F,Unknown or Not Stated,-9,474,29.4,2896.4,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,M,8th grade or less,1,2529,28.7,3431.7,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,M,9th through 12th grade with no diploma,2,4999,25.3,3216.4,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,M,High school graduate or GED completed,3,16932,27.1,3249.2,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,M,"Some college credit, but not a degree",4,10479,29.0,3293.5,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,M,"Associate degree (AA, AS)",5,5802,30.6,3334.6,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,M,"Bachelor's degree (BA, AB, BS)",6,15732,31.7,3400.8,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8739,33.0,3402.4,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2549,34.1,3348.9,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,M,Unknown or Not Stated,-9,490,29.4,3106.1,PA,Northeast,Middle Atlantic
Rhode Island,RI,2016,F,8th grade or less,1,148,29.5,3170.4,RI,Northeast,New England
Rhode Island,RI,2016,F,9th through 12th grade with no diploma,2,474,25.1,3123.6,RI,Northeast,New England
Rhode Island,RI,2016,F,High school graduate or GED completed,3,968,27.0,3186.0,RI,Northeast,New England
Rhode Island,RI,2016,F,"Some college credit, but not a degree",4,1019,28.4,3245.0,RI,Northeast,New England
Rhode Island,RI,2016,F,"Associate degree (AA, AS)",5,349,30.6,3216.4,RI,Northeast,New England
Rhode Island,RI,2016,F,"Bachelor's degree (BA, AB, BS)",6,1052,31.6,3267.7,RI,Northeast,New England
Rhode Island,RI,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,498,33.0,3266.7,RI,Northeast,New England
Rhode Island,RI,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,172,33.8,3270.5,RI,Northeast,New England
Rhode Island,RI,2016,F,Unknown or Not Stated,-9,601,29.3,3185.8,RI,Northeast,New England
Rhode Island,RI,2016,M,8th grade or less,1,135,29.2,3326.4,RI,Northeast,New England
Rhode Island,RI,2016,M,9th through 12th grade with no diploma,2,477,25.0,3232.6,RI,Northeast,New England
Rhode Island,RI,2016,M,High school graduate or GED completed,3,1067,26.8,3313.8,RI,Northeast,New England
Rhode Island,RI,2016,M,"Some college credit, but not a degree",4,1071,28.4,3361.2,RI,Northeast,New England
Rhode Island,RI,2016,M,"Associate degree (AA, AS)",5,347,30.3,3399.7,RI,Northeast,New England
Rhode Island,RI,2016,M,"Bachelor's degree (BA, AB, BS)",6,1049,31.8,3403.3,RI,Northeast,New England
Rhode Island,RI,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,539,32.8,3358.4,RI,Northeast,New England
Rhode Island,RI,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,161,33.8,3320.9,RI,Northeast,New England
Rhode Island,RI,2016,M,Unknown or Not Stated,-9,671,29.4,3293.1,RI,Northeast,New England
Rhode Island,RI,2017,F,8th grade or less,1,168,29.9,3186.2,RI,Northeast,New England
Rhode Island,RI,2017,F,9th through 12th grade with no diploma,2,463,25.7,3159.7,RI,Northeast,New England
Rhode Island,RI,2017,F,High school graduate or GED completed,3,1149,26.9,3218.6,RI,Northeast,New England
Rhode Island,RI,2017,F,"Some college credit, but not a degree",4,1116,28.5,3241.4,RI,Northeast,New England
Rhode Island,RI,2017,F,"Associate degree (AA, AS)",5,400,31.0,3236.7,RI,Northeast,New England
Rhode Island,RI,2017,F,"Bachelor's degree (BA, AB, BS)",6,1114,31.9,3308.5,RI,Northeast,New England
Rhode Island,RI,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,493,32.8,3316.9,RI,Northeast,New England
Rhode Island,RI,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,211,34.1,3286.7,RI,Northeast,New England
Rhode Island,RI,2017,F,Unknown or Not Stated,-9,154,28.6,3165.9,RI,Northeast,New England
Rhode Island,RI,2017,M,8th grade or less,1,147,29.6,3289.0,RI,Northeast,New England
Rhode Island,RI,2017,M,9th through 12th grade with no diploma,2,479,25.4,3264.2,RI,Northeast,New England
Rhode Island,RI,2017,M,High school graduate or GED completed,3,1116,26.9,3336.8,RI,Northeast,New England
Rhode Island,RI,2017,M,"Some college credit, but not a degree",4,1103,28.6,3315.4,RI,Northeast,New England
Rhode Island,RI,2017,M,"Associate degree (AA, AS)",5,408,30.4,3324.8,RI,Northeast,New England
Rhode Island,RI,2017,M,"Bachelor's degree (BA, AB, BS)",6,1172,31.9,3402.1,RI,Northeast,New England
Rhode Island,RI,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,609,33.2,3408.9,RI,Northeast,New England
Rhode Island,RI,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,196,34.0,3375.3,RI,Northeast,New England
Rhode Island,RI,2017,M,Unknown or Not Stated,-9,140,28.4,3218.4,RI,Northeast,New England
Rhode Island,RI,2018,F,8th grade or less,1,132,30.1,3104.3,RI,Northeast,New England
Rhode Island,RI,2018,F,9th through 12th grade with no diploma,2,463,25.7,3142.8,RI,Northeast,New England
Rhode Island,RI,2018,F,High school graduate or GED completed,3,1071,27.2,3244.8,RI,Northeast,New England
Rhode Island,RI,2018,F,"Some college credit, but not a degree",4,1109,28.8,3241.7,RI,Northeast,New England
Rhode Island,RI,2018,F,"Associate degree (AA, AS)",5,387,30.6,3196.5,RI,Northeast,New England
Rhode Island,RI,2018,F,"Bachelor's degree (BA, AB, BS)",6,1092,32.0,3313.7,RI,Northeast,New England
Rhode Island,RI,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,497,33.1,3268.2,RI,Northeast,New England
Rhode Island,RI,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,169,34.4,3266.9,RI,Northeast,New England
Rhode Island,RI,2018,F,Unknown or Not Stated,-9,294,29.2,3136.7,RI,Northeast,New England
Rhode Island,RI,2018,M,8th grade or less,1,137,30.2,3305.3,RI,Northeast,New England
Rhode Island,RI,2018,M,9th through 12th grade with no diploma,2,435,25.4,3214.9,RI,Northeast,New England
Rhode Island,RI,2018,M,High school graduate or GED completed,3,1061,27.3,3344.9,RI,Northeast,New England
Rhode Island,RI,2018,M,"Some college credit, but not a degree",4,1093,29.0,3340.2,RI,Northeast,New England
Rhode Island,RI,2018,M,"Associate degree (AA, AS)",5,354,30.8,3363.2,RI,Northeast,New England
Rhode Island,RI,2018,M,"Bachelor's degree (BA, AB, BS)",6,1178,31.9,3425.4,RI,Northeast,New England
Rhode Island,RI,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,570,33.2,3402.2,RI,Northeast,New England
Rhode Island,RI,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,181,34.0,3444.2,RI,Northeast,New England
Rhode Island,RI,2018,M,Unknown or Not Stated,-9,283,29.1,3208.7,RI,Northeast,New England
Rhode Island,RI,2019,F,8th grade or less,1,146,31.1,3157.1,RI,Northeast,New England
Rhode Island,RI,2019,F,9th through 12th grade with no diploma,2,455,25.8,3134.7,RI,Northeast,New England
Rhode Island,RI,2019,F,High school graduate or GED completed,3,1027,27.6,3218.8,RI,Northeast,New England
Rhode Island,RI,2019,F,"Some college credit, but not a degree",4,1009,29.1,3195.9,RI,Northeast,New England
Rhode Island,RI,2019,F,"Associate degree (AA, AS)",5,339,31.0,3234.9,RI,Northeast,New England
Rhode Island,RI,2019,F,"Bachelor's degree (BA, AB, BS)",6,1088,31.8,3261.0,RI,Northeast,New England
Rhode Island,RI,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,554,33.3,3254.2,RI,Northeast,New England
Rhode Island,RI,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,171,34.5,3216.0,RI,Northeast,New England
Rhode Island,RI,2019,F,Unknown or Not Stated,-9,203,29.5,3154.0,RI,Northeast,New England
Rhode Island,RI,2019,M,8th grade or less,1,143,30.5,3266.7,RI,Northeast,New England
Rhode Island,RI,2019,M,9th through 12th grade with no diploma,2,473,25.8,3206.2,RI,Northeast,New England
Rhode Island,RI,2019,M,High school graduate or GED completed,3,1091,27.1,3306.7,RI,Northeast,New England
Rhode Island,RI,2019,M,"Some college credit, but not a degree",4,1023,28.7,3347.4,RI,Northeast,New England
Rhode Island,RI,2019,M,"Associate degree (AA, AS)",5,369,30.9,3332.1,RI,Northeast,New England
Rhode Island,RI,2019,M,"Bachelor's degree (BA, AB, BS)",6,1138,31.8,3411.6,RI,Northeast,New England
Rhode Island,RI,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,546,33.4,3379.8,RI,Northeast,New England
Rhode Island,RI,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,191,33.7,3331.0,RI,Northeast,New England
Rhode Island,RI,2019,M,Unknown or Not Stated,-9,209,29.8,3223.8,RI,Northeast,New England
Rhode Island,RI,2020,F,8th grade or less,1,157,29.6,3256.4,RI,Northeast,New England
Rhode Island,RI,2020,F,9th through 12th grade with no diploma,2,434,26.3,3149.1,RI,Northeast,New England
Rhode Island,RI,2020,F,High school graduate or GED completed,3,1055,27.4,3178.7,RI,Northeast,New England
Rhode Island,RI,2020,F,"Some college credit, but not a degree",4,1047,29.3,3218.4,RI,Northeast,New England
Rhode Island,RI,2020,F,"Associate degree (AA, AS)",5,380,30.8,3203.8,RI,Northeast,New England
Rhode Island,RI,2020,F,"Bachelor's degree (BA, AB, BS)",6,1115,32.1,3307.2,RI,Northeast,New England
Rhode Island,RI,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,583,33.3,3258.1,RI,Northeast,New England
Rhode Island,RI,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,177,34.6,3223.0,RI,Northeast,New England
Rhode Island,RI,2020,F,Unknown or Not Stated,-9,62,29.8,3036.3,RI,Northeast,New England
Rhode Island,RI,2020,M,8th grade or less,1,159,30.3,3354.0,RI,Northeast,New England
Rhode Island,RI,2020,M,9th through 12th grade with no diploma,2,463,26.0,3228.8,RI,Northeast,New England
Rhode Island,RI,2020,M,High school graduate or GED completed,3,1042,27.4,3315.5,RI,Northeast,New England
Rhode Island,RI,2020,M,"Some college credit, but not a degree",4,1063,28.8,3354.7,RI,Northeast,New England
Rhode Island,RI,2020,M,"Associate degree (AA, AS)",5,357,31.1,3351.2,RI,Northeast,New England
Rhode Island,RI,2020,M,"Bachelor's degree (BA, AB, BS)",6,1152,32.0,3410.6,RI,Northeast,New England
Rhode Island,RI,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,614,33.2,3373.9,RI,Northeast,New England
Rhode Island,RI,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,184,33.6,3407.5,RI,Northeast,New England
Rhode Island,RI,2020,M,Unknown or Not Stated,-9,57,29.9,3337.0,RI,Northeast,New England
Rhode Island,RI,2021,F,8th grade or less,1,150,30.2,3252.8,RI,Northeast,New England
Rhode Island,RI,2021,F,9th through 12th grade with no diploma,2,443,26.8,3164.2,RI,Northeast,New England
Rhode Island,RI,2021,F,High school graduate or GED completed,3,1022,27.6,3194.7,RI,Northeast,New England
Rhode Island,RI,2021,F,"Some college credit, but not a degree",4,1077,28.9,3226.0,RI,Northeast,New England
Rhode Island,RI,2021,F,"Associate degree (AA, AS)",5,376,31.1,3217.6,RI,Northeast,New England
Rhode Island,RI,2021,F,"Bachelor's degree (BA, AB, BS)",6,1257,32.2,3274.8,RI,Northeast,New England
Rhode Island,RI,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,644,33.5,3296.4,RI,Northeast,New England
Rhode Island,RI,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,206,34.1,3291.5,RI,Northeast,New England
Rhode Island,RI,2021,F,Unknown or Not Stated,-9,16,29.2,2886.9,RI,Northeast,New England
Rhode Island,RI,2021,M,8th grade or less,1,141,29.7,3335.0,RI,Northeast,New England
Rhode Island,RI,2021,M,9th through 12th grade with no diploma,2,409,26.1,3278.3,RI,Northeast,New England
Rhode Island,RI,2021,M,High school graduate or GED completed,3,1027,27.9,3297.8,RI,Northeast,New England
Rhode Island,RI,2021,M,"Some college credit, but not a degree",4,1089,29.0,3320.6,RI,Northeast,New England
Rhode Island,RI,2021,M,"Associate degree (AA, AS)",5,410,30.9,3376.0,RI,Northeast,New England
Rhode Island,RI,2021,M,"Bachelor's degree (BA, AB, BS)",6,1290,32.2,3387.4,RI,Northeast,New England
Rhode Island,RI,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,673,33.4,3344.3,RI,Northeast,New England
Rhode Island,RI,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,218,34.2,3391.1,RI,Northeast,New England
Rhode Island,RI,2021,M,Unknown or Not Stated,-9,16,30.6,3195.7,RI,Northeast,New England
South Carolina,SC,2016,F,8th grade or less,1,777,29.2,3217.0,SC,South,South Atlantic
South Carolina,SC,2016,F,9th through 12th grade with no diploma,2,3336,24.1,3067.6,SC,South,South Atlantic
South Carolina,SC,2016,F,High school graduate or GED completed,3,6659,25.6,3093.5,SC,South,South Atlantic
South Carolina,SC,2016,F,"Some college credit, but not a degree",4,6872,27.0,3153.6,SC,South,South Atlantic
South Carolina,SC,2016,F,"Associate degree (AA, AS)",5,2510,29.8,3212.7,SC,South,South Atlantic
South Carolina,SC,2016,F,"Bachelor's degree (BA, AB, BS)",6,4998,30.8,3266.3,SC,South,South Atlantic
South Carolina,SC,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2193,32.4,3286.7,SC,South,South Atlantic
South Carolina,SC,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,620,33.1,3239.7,SC,South,South Atlantic
South Carolina,SC,2016,F,Unknown or Not Stated,-9,79,28.0,2958.3,SC,South,South Atlantic
South Carolina,SC,2016,M,8th grade or less,1,711,29.1,3306.6,SC,South,South Atlantic
South Carolina,SC,2016,M,9th through 12th grade with no diploma,2,3345,24.1,3161.5,SC,South,South Atlantic
South Carolina,SC,2016,M,High school graduate or GED completed,3,6876,25.5,3220.2,SC,South,South Atlantic
South Carolina,SC,2016,M,"Some college credit, but not a degree",4,7222,27.1,3283.2,SC,South,South Atlantic
South Carolina,SC,2016,M,"Associate degree (AA, AS)",5,2680,29.7,3321.8,SC,South,South Atlantic
South Carolina,SC,2016,M,"Bachelor's degree (BA, AB, BS)",6,5406,30.9,3393.9,SC,South,South Atlantic
South Carolina,SC,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2342,32.5,3385.3,SC,South,South Atlantic
South Carolina,SC,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,629,33.3,3373.5,SC,South,South Atlantic
South Carolina,SC,2016,M,Unknown or Not Stated,-9,87,28.1,3114.1,SC,South,South Atlantic
South Carolina,SC,2017,F,8th grade or less,1,706,28.8,3185.3,SC,South,South Atlantic
South Carolina,SC,2017,F,9th through 12th grade with no diploma,2,3127,24.4,3049.9,SC,South,South Atlantic
South Carolina,SC,2017,F,High school graduate or GED completed,3,6699,25.7,3085.9,SC,South,South Atlantic
South Carolina,SC,2017,F,"Some college credit, but not a degree",4,6870,27.1,3159.5,SC,South,South Atlantic
South Carolina,SC,2017,F,"Associate degree (AA, AS)",5,2476,29.6,3214.5,SC,South,South Atlantic
South Carolina,SC,2017,F,"Bachelor's degree (BA, AB, BS)",6,5027,30.8,3261.0,SC,South,South Atlantic
South Carolina,SC,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2130,32.5,3264.4,SC,South,South Atlantic
South Carolina,SC,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,611,33.3,3278.4,SC,South,South Atlantic
South Carolina,SC,2017,F,Unknown or Not Stated,-9,73,27.8,2773.9,SC,South,South Atlantic
South Carolina,SC,2017,M,8th grade or less,1,678,29.4,3334.8,SC,South,South Atlantic
South Carolina,SC,2017,M,9th through 12th grade with no diploma,2,3249,24.4,3169.5,SC,South,South Atlantic
South Carolina,SC,2017,M,High school graduate or GED completed,3,7094,25.6,3216.9,SC,South,South Atlantic
South Carolina,SC,2017,M,"Some college credit, but not a degree",4,7335,27.2,3260.4,SC,South,South Atlantic
South Carolina,SC,2017,M,"Associate degree (AA, AS)",5,2656,29.7,3301.7,SC,South,South Atlantic
South Carolina,SC,2017,M,"Bachelor's degree (BA, AB, BS)",6,5302,30.9,3395.0,SC,South,South Atlantic
South Carolina,SC,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2278,32.5,3374.0,SC,South,South Atlantic
South Carolina,SC,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,617,33.3,3387.5,SC,South,South Atlantic
South Carolina,SC,2017,M,Unknown or Not Stated,-9,101,28.8,3023.9,SC,South,South Atlantic
South Carolina,SC,2018,F,8th grade or less,1,661,29.1,3140.7,SC,South,South Atlantic
South Carolina,SC,2018,F,9th through 12th grade with no diploma,2,2936,24.2,3049.5,SC,South,South Atlantic
South Carolina,SC,2018,F,High school graduate or GED completed,3,6928,25.9,3090.2,SC,South,South Atlantic
South Carolina,SC,2018,F,"Some college credit, but not a degree",4,6496,27.4,3152.0,SC,South,South Atlantic
South Carolina,SC,2018,F,"Associate degree (AA, AS)",5,2538,29.7,3177.4,SC,South,South Atlantic
South Carolina,SC,2018,F,"Bachelor's degree (BA, AB, BS)",6,5135,31.0,3260.8,SC,South,South Atlantic
South Carolina,SC,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2150,32.6,3290.1,SC,South,South Atlantic
South Carolina,SC,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,620,33.4,3217.2,SC,South,South Atlantic
South Carolina,SC,2018,F,Unknown or Not Stated,-9,127,28.1,2946.0,SC,South,South Atlantic
South Carolina,SC,2018,M,8th grade or less,1,632,29.0,3287.4,SC,South,South Atlantic
South Carolina,SC,2018,M,9th through 12th grade with no diploma,2,3126,24.3,3139.2,SC,South,South Atlantic
South Carolina,SC,2018,M,High school graduate or GED completed,3,7157,25.8,3217.3,SC,South,South Atlantic
South Carolina,SC,2018,M,"Some college credit, but not a degree",4,7074,27.4,3264.2,SC,South,South Atlantic
South Carolina,SC,2018,M,"Associate degree (AA, AS)",5,2677,29.8,3314.5,SC,South,South Atlantic
South Carolina,SC,2018,M,"Bachelor's degree (BA, AB, BS)",6,5379,30.9,3406.2,SC,South,South Atlantic
South Carolina,SC,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2317,32.6,3398.8,SC,South,South Atlantic
South Carolina,SC,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,622,32.9,3325.9,SC,South,South Atlantic
South Carolina,SC,2018,M,Unknown or Not Stated,-9,94,28.9,2922.6,SC,South,South Atlantic
South Carolina,SC,2019,F,8th grade or less,1,686,28.9,3176.1,SC,South,South Atlantic
South Carolina,SC,2019,F,9th through 12th grade with no diploma,2,2914,24.6,3070.9,SC,South,South Atlantic
South Carolina,SC,2019,F,High school graduate or GED completed,3,7048,25.8,3087.3,SC,South,South Atlantic
South Carolina,SC,2019,F,"Some college credit, but not a degree",4,6496,27.6,3128.1,SC,South,South Atlantic
South Carolina,SC,2019,F,"Associate degree (AA, AS)",5,2488,29.9,3153.9,SC,South,South Atlantic
South Carolina,SC,2019,F,"Bachelor's degree (BA, AB, BS)",6,5306,31.0,3262.6,SC,South,South Atlantic
South Carolina,SC,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2220,32.7,3247.9,SC,South,South Atlantic
South Carolina,SC,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,585,33.7,3278.0,SC,South,South Atlantic
South Carolina,SC,2019,F,Unknown or Not Stated,-9,139,27.7,2918.7,SC,South,South Atlantic
South Carolina,SC,2019,M,8th grade or less,1,637,28.5,3276.0,SC,South,South Atlantic
South Carolina,SC,2019,M,9th through 12th grade with no diploma,2,3010,24.3,3150.4,SC,South,South Atlantic
South Carolina,SC,2019,M,High school graduate or GED completed,3,7454,25.8,3188.8,SC,South,South Atlantic
South Carolina,SC,2019,M,"Some college credit, but not a degree",4,6823,27.6,3250.2,SC,South,South Atlantic
South Carolina,SC,2019,M,"Associate degree (AA, AS)",5,2610,29.9,3293.2,SC,South,South Atlantic
South Carolina,SC,2019,M,"Bachelor's degree (BA, AB, BS)",6,5404,31.0,3380.3,SC,South,South Atlantic
South Carolina,SC,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2391,32.7,3380.2,SC,South,South Atlantic
South Carolina,SC,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,683,33.6,3407.3,SC,South,South Atlantic
South Carolina,SC,2019,M,Unknown or Not Stated,-9,144,28.9,3061.5,SC,South,South Atlantic
South Carolina,SC,2020,F,8th grade or less,1,678,28.7,3188.6,SC,South,South Atlantic
South Carolina,SC,2020,F,9th through 12th grade with no diploma,2,2698,24.5,3035.6,SC,South,South Atlantic
South Carolina,SC,2020,F,High school graduate or GED completed,3,7198,26.1,3091.1,SC,South,South Atlantic
South Carolina,SC,2020,F,"Some college credit, but not a degree",4,6158,27.8,3135.6,SC,South,South Atlantic
South Carolina,SC,2020,F,"Associate degree (AA, AS)",5,2494,30.0,3184.3,SC,South,South Atlantic
South Carolina,SC,2020,F,"Bachelor's degree (BA, AB, BS)",6,5143,31.0,3260.1,SC,South,South Atlantic
South Carolina,SC,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2243,32.8,3254.0,SC,South,South Atlantic
South Carolina,SC,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,612,33.4,3202.6,SC,South,South Atlantic
South Carolina,SC,2020,F,Unknown or Not Stated,-9,99,28.2,2975.0,SC,South,South Atlantic
South Carolina,SC,2020,M,8th grade or less,1,634,28.6,3233.1,SC,South,South Atlantic
South Carolina,SC,2020,M,9th through 12th grade with no diploma,2,2780,24.7,3153.4,SC,South,South Atlantic
South Carolina,SC,2020,M,High school graduate or GED completed,3,7396,26.1,3197.5,SC,South,South Atlantic
South Carolina,SC,2020,M,"Some college credit, but not a degree",4,6416,27.8,3262.2,SC,South,South Atlantic
South Carolina,SC,2020,M,"Associate degree (AA, AS)",5,2587,29.9,3292.9,SC,South,South Atlantic
South Carolina,SC,2020,M,"Bachelor's degree (BA, AB, BS)",6,5430,31.0,3382.3,SC,South,South Atlantic
